VisitID	NosepokeOrder	Animal	Tag	Sex	Group	Cage	Corner	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	NosepokeDuration	LickStartTime
104	2	FVB strain animal 1	981098104172985	Female	FVB strain	3	1	2	Correct	0	0	0	0	0	0	2016-07-20	12:14:46.000	7414.657	2016-07-20	12:14:46.093	7414.75	0.093	
104	3	FVB strain animal 1	981098104172985	Female	FVB strain	3	1	2	Correct	0	0	0	0	0	0	2016-07-20	12:14:52.062	7420.719	2016-07-20	12:14:53.578	7422.235	1.516	
177	0	FVB strain animal 1	981098104172985	Female	FVB strain	3	4	7	Incorrect	1	0	0	0	0	0	2016-07-20	12:29:09.093	8277.75	2016-07-20	12:29:09.343	8278	0.25	
177	1	FVB strain animal 1	981098104172985	Female	FVB strain	3	4	7	Incorrect	1	0	0	0	0	0	2016-07-20	12:29:09.656	8278.313	2016-07-20	12:29:09.750	8278.407	0.094	
177	2	FVB strain animal 1	981098104172985	Female	FVB strain	3	4	7	Incorrect	1	0	0	0	0	0	2016-07-20	12:29:10.531	8279.188	2016-07-20	12:29:10.718	8279.375	0.187	
205	0	FVB strain animal 1	981098104172985	Female	FVB strain	3	4	7	Incorrect	1	0	0	0	0	0	2016-07-20	12:36:14.093	8702.75	2016-07-20	12:36:15.343	8704	1.25	
209	0	FVB strain animal 1	981098104172985	Female	FVB strain	3	2	3	Incorrect	1	0	0	0	0	0	2016-07-20	12:36:38.484	8727.141	2016-07-20	12:36:39.062	8727.719	0.578	
209	1	FVB strain animal 1	981098104172985	Female	FVB strain	3	2	3	Incorrect	1	0	0	0	0	0	2016-07-20	12:36:41.062	8729.719	2016-07-20	12:36:41.968	8730.625	0.906	
209	2	FVB strain animal 1	981098104172985	Female	FVB strain	3	2	3	Incorrect	1	0	0	0	0	0	2016-07-20	12:36:43.078	8731.735	2016-07-20	12:36:43.812	8732.469	0.734	
209	3	FVB strain animal 1	981098104172985	Female	FVB strain	3	2	4	Incorrect	1	0	0	0	0	0	2016-07-20	12:36:45.218	8733.875	2016-07-20	12:36:46.328	8734.985	1.11	
209	4	FVB strain animal 1	981098104172985	Female	FVB strain	3	2	4	Incorrect	1	0	0	0	0	0	2016-07-20	12:36:48.484	8737.141	2016-07-20	12:36:48.796	8737.453	0.312	
219	0	FVB strain animal 1	981098104172985	Female	FVB strain	3	1	2	Correct	0	0	0	0	0	0	2016-07-20	12:39:00.687	8869.344	2016-07-20	12:39:02.734	8871.391	2.047	
241	0	FVB strain animal 1	981098104172985	Female	FVB strain	3	2	4	Incorrect	1	0	0	0	0	0	2016-07-20	12:45:23.109	9251.766	2016-07-20	12:45:23.500	9252.157	0.391	
251	0	FVB strain animal 1	981098104172985	Female	FVB strain	3	3	6	Incorrect	1	0	0	0	0	0	2016-07-20	12:47:11.906	9360.563	2016-07-20	12:47:12.687	9361.344	0.781	
